id,tenure,title,location,gender,ethnic,relationships,success,appreciate,age,elite,feeder,work1,work2,work3,work4,work5,work6,work7,work8,work9,work10,work11,work12,work13,work14,work15,work16,work17,work18,work19,work20,work21,work22,work23,work24
2995,21,"Partner",10,"M","W",3.8,2.8,3.2,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,9.9,"Partner",10,"F","W",4,4,3,53,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
2998,8,"Analyst",1,"M","W",3.8,2.2,3,44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
2999,11,"Partner",11,"M","W",3.5,3.2,3,57,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
3000,10,"Partner",10,"M","W",4,3,3.6,37,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3004,7,"Lateral",15,"M","HN",2.6,2.6,2.6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3006,3.8,"Analyst",10,"F","W",2.4,2.8,2.8,32,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3008,1,"Other",10,"F","W",3.8,2.6,2.8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3009,8,"Analyst",10,"M","W",4,3.2,3.4,33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3010,23,"Partner",10,"M","W",3.6,3,3,50,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
3011,3.5,"Analyst",10,"F","W",3.8,2,2.6,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3013,1,"Analyst",11,"F","B",3.6,3.6,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3014,17,"Partner",10,"M","W",4.2,3.4,3.8,41,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
3015,4.6,"Other",10,"F","W",3.2,3.6,3.4,42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3016,2.5,"Analyst",10,"M","W",3.6,2.8,3,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,3.5,"Lateral",2,"M","W",4,3.8,3.6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3020,14,"Partner",10,"M","W",4,2.8,1.8,67,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3021,11,"Partner",11,"M","W",3.8,3.2,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3022,9,"Partner",9,"F","W",3,2.4,1.4,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3026,15,"Partner",10,"M","W",3.8,3.2,3.2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3028,14,"Partner",12,"M","W",3.4,2.6,2.2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3032,17,"Partner",10,"M","W",3.8,4.6,3.2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3033,8,"Analyst",12,"M","ANH",3.8,3.4,3.8,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3034,11,"Partner",11,"F","W",3.4,2,1.2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3036,7,"Analyst",10,"F","W",3.8,3.8,3.2,32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3037,9,"Partner",4,"M","W",4,3.2,3.6,54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3038,2.4,"Analyst",9,"F","W",3.4,2.9,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,1,"Analyst",1,"M","W",3.6,2.6,3.4,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3042,5,"Lateral",3,"M","W",3.2,2.6,1.8,37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3049,18,"Partner",10,"M","W",5,4.4,4.6,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3050,2,"Analyst",10,"F","W",3.6,1.6,2.4,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3051,2.5,"Analyst",10,"M","W",4,2.4,3.4,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3053,17,"Partner",2,"M","W",3.8,3.4,2.8,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3055,21,"Partner",1,"M","W",3.6,4,3.4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3056,20,"Partner",11,"M","W",4,3.4,3.8,59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057,9.1,"Partner",10,"F","W",2.8,2.2,2.2,50,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3058,2,"Analyst",2,"M","W",3.6,3.6,3.2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3060,1,"Analyst",11,"M","ANH",3.6,2.4,2.8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3061,7.7,"Partner",9,"F","W",2,1.6,1.8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3062,2,"Analyst",11,"M","W",3.6,3,2.8,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3063,12,"Other",4,"F","W",3.8,3.8,3.4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3066,3,"Analyst",11,"F","W",2.8,3.4,2,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3067,18,"Partner",10,"M","W",4.4,3.6,3.8,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068,11,"Partner",6,"M","W",3.8,3.4,2.6,43,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3070,7,"Partner",11,"M","W",4,4,4,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3071,9,"Lateral",10,"M","W",4.6,3.6,4,35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3072,4.5,"Analyst",11,"M","W",3.8,2.8,3.6,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3073,3,"Partner",1,"M","W",4.6,5,4.6,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3080,3,"Partner",7,"M","W",1.6,3.6,2.2,52,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3081,1.5,"Partner",13,"M","W",2.8,1.2,2.2,48,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3082,2,"Analyst",11,"F","W",3,1.4,2.6,36,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3083,3,"Analyst",11,"F","W",3.8,4,4,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3088,6,"Analyst",10,"M","W",2.6,1.2,1.2,35,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
3091,5,"Analyst",10,"M","W",4,2.6,1.4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3092,3.2,"Analyst",11,"F","W",3.4,1.6,1.8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3093,4.5,"Partner",16,"M","W",3.4,3,3,33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
3094,5.6,"Analyst",11,"M","W",3.4,3,3,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3095,6,"Other",4,"M","W",3.8,2.6,3.4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3101,13,"Partner",11,"M","W",5,5,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
3102,3,"Analyst",10,"M","W",3.4,4,4.2,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3103,7,"Analyst",10,"M","W",3,2.8,2.6,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,40,"Partner",10,"M","W",4.2,3.4,3.4,65,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3108,6,"Analyst",10,"F","W",4.2,4,3.8,32,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3110,1,"Analyst",10,"F","W",4,2.6,3.4,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3113,2,"Analyst",10,"F","HN",2.4,2.2,2.8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3114,20,"Partner",5,"M","W",4.6,3.2,3.8,63,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3115,13,"Lateral",10,"F","W",3.2,2.8,2.2,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3116,2.5,"Lateral",1,"F","W",2.4,2.4,2.6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3117,1,"Analyst",7,"M","W",1,1.6,1.2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3130,3,"Partner",1,"M","W",3.4,2.2,1.4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3131,9,"Lateral",10,"M","W",4,3.6,3.2,34,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3133,4,"Analyst",10,"M","W",4.2,4,3.8,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,1,"Analyst",1,"F","B",3.6,3.2,2.8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3136,2,"Analyst",1,"F","W",3,2.6,2.8,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3140,1.5,"Partner",4,"M","W",4.2,3.8,3,53,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3143,4,"Other",12,"F","W",3.6,3,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3144,4.5,"Analyst",10,"M","W",3,2.4,3.2,28,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
3147,3,"Partner",10,"F","W",1.2,3.8,2.2,60,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
3149,6.5,"Analyst",10,"F","W",3.8,3.4,3.4,33,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3151,1,"Partner",11,"M","W",1.6,1.8,2.8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
